module	symbol	kind	signature_or_shape	compatibility_requirement	oracle_source	port_status	evidence
requests.sessions	preferred_clock	module value	time.perf_counter on Windows else time.time	Preserve platform selection and monkeypatch surface	sessions.py	VERIFIED	oracle: sessions.py; test: .venv/bin/python -m pytest -q tests/test_requests.py tests_differential/test_public_types.py tests_differential/test_sessions_redirects.py; scope: platform/value snapshot; review: accepted compatibility commits through 4d01c2c
requests.sessions	merge_setting	function	(request_setting, session_setting, dict_class=OrderedDict)	Preserve None rules, mapping merge order, None-value deletion	sessions.py	VERIFIED	oracle: sessions.py; test: .venv/bin/python -m pytest -q tests/test_requests.py tests_differential/test_public_types.py tests_differential/test_sessions_redirects.py; scope: differential merge corpus; review: accepted compatibility commits through 4d01c2c
requests.sessions	merge_hooks	function	(request_hooks, session_hooks, dict_class=OrderedDict)	Preserve empty-response-list special cases	sessions.py	VERIFIED	oracle: sessions.py; test: .venv/bin/python -m pytest -q tests/test_requests.py tests_differential/test_public_types.py tests_differential/test_sessions_redirects.py; scope: differential merge corpus; review: accepted compatibility commits through 4d01c2c
requests.sessions	SessionRedirectMixin	class	redirect behavior mixin	Preserve subclass protocol	sessions.py	VERIFIED	oracle: sessions.py; test: .venv/bin/python -m pytest -q tests/test_requests.py tests_differential/test_public_types.py tests_differential/test_sessions_redirects.py; scope: subclass + inheritance tests; review: accepted compatibility commits through 4d01c2c
requests.sessions	SessionRedirectMixin.send	method	(request, **kwargs) -> Response	Preserve abstract override point	sessions.py	VERIFIED	oracle: sessions.py; test: .venv/bin/python -m pytest -q tests/test_requests.py tests_differential/test_public_types.py tests_differential/test_sessions_redirects.py; scope: custom mixin test; review: accepted compatibility commits through 4d01c2c
requests.sessions	SessionRedirectMixin.get_redirect_target	method	(response) -> str | None	Preserve repeated calls, latin1-to-utf8 recovery, return rules	sessions.py	VERIFIED	oracle: sessions.py; test: .venv/bin/python -m pytest -q tests/test_requests.py tests_differential/test_public_types.py tests_differential/test_sessions_redirects.py; scope: redirect location corpus; review: accepted compatibility commits through 4d01c2c
requests.sessions	SessionRedirectMixin.should_strip_auth	method	(old_url, new_url) -> bool	Preserve host/scheme/port compatibility exceptions	sessions.py	VERIFIED	oracle: sessions.py; test: .venv/bin/python -m pytest -q tests/test_requests.py tests_differential/test_public_types.py tests_differential/test_sessions_redirects.py; scope: differential URL matrix; review: accepted compatibility commits through 4d01c2c
requests.sessions	SessionRedirectMixin.resolve_redirects	method	(resp, req, stream=False, timeout=None, verify=True, cert=None, proxies=None, yield_requests=False, **adapter_kwargs)	Preserve lazy generator, order, methods, fragments, cookies, rewind, history	sessions.py	VERIFIED	oracle: sessions.py; test: .venv/bin/python -m pytest -q tests/test_requests.py tests_differential/test_public_types.py tests_differential/test_sessions_redirects.py; scope: exhaustive redirect state-machine tests; review: accepted compatibility commits through 4d01c2c
requests.sessions	SessionRedirectMixin.rebuild_auth	method	(prepared_request, response)	Preserve credential stripping and netrc reapplication	sessions.py	VERIFIED	oracle: sessions.py; test: .venv/bin/python -m pytest -q tests/test_requests.py tests_differential/test_public_types.py tests_differential/test_sessions_redirects.py; scope: redirect auth matrix; review: accepted compatibility commits through 4d01c2c
requests.sessions	SessionRedirectMixin.rebuild_proxies	method	(prepared_request, proxies) -> dict	Preserve NO_PROXY reevaluation and Proxy-Authorization	sessions.py	VERIFIED	oracle: sessions.py; test: .venv/bin/python -m pytest -q tests/test_requests.py tests_differential/test_public_types.py tests_differential/test_sessions_redirects.py; scope: proxy redirect matrix; review: accepted compatibility commits through 4d01c2c
requests.sessions	SessionRedirectMixin.rebuild_method	method	(prepared_request, response)	Preserve 301/302/303 rewrite rules and HEAD exceptions	sessions.py	VERIFIED	oracle: sessions.py; test: .venv/bin/python -m pytest -q tests/test_requests.py tests_differential/test_public_types.py tests_differential/test_sessions_redirects.py; scope: redirect method matrix; review: accepted compatibility commits through 4d01c2c
requests.sessions	Session	class	SessionRedirectMixin	Preserve mutable session, context manager, pickle, subclassability	sessions.py	VERIFIED	oracle: sessions.py; test: .venv/bin/python -m pytest -q tests/test_requests.py tests_differential/test_public_types.py tests_differential/test_sessions_redirects.py; scope: inheritance + API snapshot; review: accepted compatibility commits through 4d01c2c
requests.sessions	Session.__attrs__	class attribute	headers, cookies, auth, proxies, hooks, params, verify, cert, adapters, stream, trust_env, max_redirects	Preserve exact names/order	sessions.py	VERIFIED	oracle: sessions.py; test: .venv/bin/python -m pytest -q tests/test_requests.py tests_differential/test_public_types.py tests_differential/test_sessions_redirects.py; scope: value + pickle snapshot; review: accepted compatibility commits through 4d01c2c
requests.sessions	Session.__init__	method	()	Preserve default values and http/https mounted adapters	sessions.py	VERIFIED	oracle: sessions.py; test: .venv/bin/python -m pytest -q tests/test_requests.py tests_differential/test_public_types.py tests_differential/test_sessions_redirects.py; scope: state + identity snapshot; review: accepted compatibility commits through 4d01c2c
requests.sessions	Session public attributes	attributes	headers, auth, proxies, hooks, params, stream, verify, cert, max_redirects, trust_env, cookies, adapters	Preserve assignment, mutation, and __dict__ visibility	sessions.py	VERIFIED	oracle: sessions.py; test: .venv/bin/python -m pytest -q tests/test_requests.py tests_differential/test_public_types.py tests_differential/test_sessions_redirects.py; scope: attribute snapshot + mutation tests; review: accepted compatibility commits through 4d01c2c
requests.sessions	Session context manager	protocol	__enter__, __exit__	Preserve self return and close on exit	sessions.py	VERIFIED	oracle: sessions.py; test: .venv/bin/python -m pytest -q tests/test_requests.py tests_differential/test_public_types.py tests_differential/test_sessions_redirects.py; scope: context manager tests; review: accepted compatibility commits through 4d01c2c
requests.sessions	Session.prepare_request	method	(request) -> PreparedRequest	Preserve cookie merge, netrc, setting merge, uppercase method, preparation order	sessions.py	VERIFIED	oracle: sessions.py; test: .venv/bin/python -m pytest -q tests/test_requests.py tests_differential/test_public_types.py tests_differential/test_sessions_redirects.py; scope: differential request corpus; review: accepted compatibility commits through 4d01c2c
requests.sessions	Session.request	method	(method, url, params=None, data=None, headers=None, cookies=None, files=None, auth=None, timeout=None, allow_redirects=True, proxies=None, hooks=None, stream=None, verify=None, cert=None, json=None)	Preserve exact signature, byte URL decode, false-y data/params behavior	sessions.py	VERIFIED	oracle: sessions.py; test: .venv/bin/python -m pytest -q tests/test_requests.py tests_differential/test_public_types.py tests_differential/test_sessions_redirects.py; scope: signature + differential corpus; review: accepted compatibility commits through 4d01c2c
requests.sessions	Session.get	method	(url, params=None, **kwargs)	Default allow_redirects True	sessions.py	VERIFIED	oracle: sessions.py; test: .venv/bin/python -m pytest -q tests/test_requests.py tests_differential/test_public_types.py tests_differential/test_sessions_redirects.py; scope: signature + unchanged tests; review: accepted compatibility commits through 4d01c2c
requests.sessions	Session.options	method	(url, **kwargs)	Default allow_redirects True	sessions.py	VERIFIED	oracle: sessions.py; test: .venv/bin/python -m pytest -q tests/test_requests.py tests_differential/test_public_types.py tests_differential/test_sessions_redirects.py; scope: signature + unchanged tests; review: accepted compatibility commits through 4d01c2c
requests.sessions	Session.head	method	(url, **kwargs)	Default allow_redirects False	sessions.py	VERIFIED	oracle: sessions.py; test: .venv/bin/python -m pytest -q tests/test_requests.py tests_differential/test_public_types.py tests_differential/test_sessions_redirects.py; scope: signature + unchanged tests; review: accepted compatibility commits through 4d01c2c
requests.sessions	Session.post	method	(url, data=None, json=None, **kwargs)	Preserve forwarding	sessions.py	VERIFIED	oracle: sessions.py; test: .venv/bin/python -m pytest -q tests/test_requests.py tests_differential/test_public_types.py tests_differential/test_sessions_redirects.py; scope: signature + unchanged tests; review: accepted compatibility commits through 4d01c2c
requests.sessions	Session.put	method	(url, data=None, **kwargs)	Preserve forwarding	sessions.py	VERIFIED	oracle: sessions.py; test: .venv/bin/python -m pytest -q tests/test_requests.py tests_differential/test_public_types.py tests_differential/test_sessions_redirects.py; scope: signature + unchanged tests; review: accepted compatibility commits through 4d01c2c
requests.sessions	Session.patch	method	(url, data=None, **kwargs)	Preserve forwarding	sessions.py	VERIFIED	oracle: sessions.py; test: .venv/bin/python -m pytest -q tests/test_requests.py tests_differential/test_public_types.py tests_differential/test_sessions_redirects.py; scope: signature + unchanged tests; review: accepted compatibility commits through 4d01c2c
requests.sessions	Session.delete	method	(url, **kwargs)	Preserve forwarding	sessions.py	VERIFIED	oracle: sessions.py; test: .venv/bin/python -m pytest -q tests/test_requests.py tests_differential/test_public_types.py tests_differential/test_sessions_redirects.py; scope: signature + unchanged tests; review: accepted compatibility commits through 4d01c2c
requests.sessions	Session.send	method	(request, **kwargs) -> Response	Preserve defaults, adapter selection, elapsed, hooks, cookies, redirects, stream consumption	sessions.py	VERIFIED	oracle: sessions.py; test: .venv/bin/python -m pytest -q tests/test_requests.py tests_differential/test_public_types.py tests_differential/test_sessions_redirects.py; scope: ordered instrumentation + integration corpus; review: accepted compatibility commits through 4d01c2c
requests.sessions	Session.merge_environment_settings	method	(url, proxies, stream, verify, cert) -> dict	Preserve env proxy/CA handling, mutation, merge rules	sessions.py	VERIFIED	oracle: sessions.py; test: .venv/bin/python -m pytest -q tests/test_requests.py tests_differential/test_public_types.py tests_differential/test_sessions_redirects.py; scope: environment matrix; review: accepted compatibility commits through 4d01c2c
requests.sessions	Session.get_adapter	method	(url) -> BaseAdapter	Preserve case-insensitive longest-prefix selection and InvalidSchema	sessions.py	VERIFIED	oracle: sessions.py; test: .venv/bin/python -m pytest -q tests/test_requests.py tests_differential/test_public_types.py tests_differential/test_sessions_redirects.py; scope: mount corpus; review: accepted compatibility commits through 4d01c2c
requests.sessions	Session.close	method	()	Preserve adapter iteration/calls and allow session reuse; never stop shared driver	sessions.py	VERIFIED	oracle: sessions.py; test: .venv/bin/python -m pytest -q tests/test_requests.py tests_differential/test_public_types.py tests_differential/test_sessions_redirects.py; scope: custom adapter + repeated close + close-then-request + other-session tests; review: accepted compatibility commits through 4d01c2c
requests.sessions	Session.mount	method	(prefix, adapter)	Preserve assignment and descending prefix-length order	sessions.py	VERIFIED	oracle: sessions.py; test: .venv/bin/python -m pytest -q tests/test_requests.py tests_differential/test_public_types.py tests_differential/test_sessions_redirects.py; scope: mount identity/order tests; review: accepted compatibility commits through 4d01c2c
requests.sessions	Session pickle	protocol	__getstate__, __setstate__	Preserve __attrs__ state and adapter pickling	sessions.py	VERIFIED	oracle: sessions.py; test: .venv/bin/python -m pytest -q tests/test_requests.py tests_differential/test_public_types.py tests_differential/test_sessions_redirects.py; scope: pickle roundtrip tests; review: accepted compatibility commits through 4d01c2c
requests.sessions	session	function	() -> Session	Preserve fresh Session each call	sessions.py	VERIFIED	oracle: sessions.py; test: .venv/bin/python -m pytest -q tests/test_requests.py tests_differential/test_public_types.py tests_differential/test_sessions_redirects.py; scope: identity + signature tests; review: accepted compatibility commits through 4d01c2c
requests.sessions	model reexports	reexports	DEFAULT_REDIRECT_LIMIT, REDIRECT_STATI, PreparedRequest, Request, Response	Preserve object identity	sessions.py imports	VERIFIED	oracle: sessions.py imports; test: .venv/bin/python -m pytest -q tests/test_requests.py tests_differential/test_public_types.py tests_differential/test_sessions_redirects.py; scope: import identity snapshot; review: accepted compatibility commits through 4d01c2c
requests.sessions	utility reexports	reexports	DEFAULT_PORTS, default_headers, get_auth_from_url, get_environ_proxies, get_netrc_auth, requote_uri, resolve_proxies, rewind_body, should_bypass_proxies, to_key_val_list	Preserve object identity for external consumers	sessions.py imports	VERIFIED	oracle: sessions.py imports; test: .venv/bin/python -m pytest -q tests/test_requests.py tests_differential/test_public_types.py tests_differential/test_sessions_redirects.py; scope: import identity snapshot; review: accepted compatibility commits through 4d01c2c
requests._internal_utils	HEADER_VALIDATORS	constant	map of str/bytes to compiled regex pairs	Preserve key identities and validation patterns	_internal_utils.py	VERIFIED	oracle: _internal_utils.py; test: .venv/bin/python -m pytest -q tests/test_utils.py; scope: Task 14 Phase A preserves Python regex/tuple/dict identities, exact flags/patterns/key order, NUL/high/non-ASCII acceptance, and shared requests.utils mutation visibility; review: accepted compatibility commits through 4d01c2c
requests._internal_utils	to_native_string	function	"(string, encoding=""ascii"") -> str"	Preserve string identity versus bytes decode and exceptions	_internal_utils.py	VERIFIED	oracle: _internal_utils.py; test: .venv/bin/python -m pytest -q tests/test_utils.py; scope: Task 14 Phase A private trial translates pristine exact str/bytes paths; subclasses, custom decode, live builtin_str, replaced/in-place-mutated functions, unsupported encodings, and user exceptions fall back before effects; review: accepted compatibility commits through 4d01c2c
requests._internal_utils	unicode_is_ascii	function	(u_string) -> bool	Preserve assertion and Unicode behavior	_internal_utils.py	VERIFIED	oracle: _internal_utils.py; test: .venv/bin/python -m pytest -q tests/test_utils.py; scope: Task 14 review fix validates the live LOAD_GLOBAL str resolution in function globals then canonical builtins.str, including inserted/rebound/deleted states; incompatible states fall back before the Python-free exact-str core path; review: accepted compatibility commits through 4d01c2c
requests._types	SupportsRead	runtime protocol	read(length=..., /)	Preserve runtime isinstance behavior; remain documented internal	_types.py	VERIFIED	oracle: _types.py; test: .venv/bin/python -m pytest -q tests_differential/test_import_api.py; scope: protocol snapshot; review: accepted compatibility commits through 4d01c2c
requests._types	has_read	internal function	(obj) -> bool	Preserve __getattr__ proxy support	_types.py	VERIFIED	oracle: _types.py; test: .venv/bin/python -m pytest -q tests_differential/test_import_api.py; scope: differential proxy tests; review: accepted compatibility commits through 4d01c2c
requests._types	SupportsItems	runtime protocol	items()	Preserve runtime isinstance behavior; remain documented internal	_types.py	VERIFIED	oracle: _types.py; test: .venv/bin/python -m pytest -q tests_differential/test_import_api.py; scope: protocol snapshot; review: accepted compatibility commits through 4d01c2c
requests._types	HookType	runtime type alias	Callable[[Response], Any]	Preserve module namespace value; remain documented internal	_types.py	VERIFIED	oracle: _types.py; test: .venv/bin/python -m pytest -q tests_differential/test_import_api.py; scope: namespace snapshot; review: accepted compatibility commits through 4d01c2c
requests._types	HooksInputType	runtime type alias	Mapping[str, Iterable[HookType] | HookType]	Preserve module namespace value; remain documented internal	_types.py	VERIFIED	oracle: _types.py; test: .venv/bin/python -m pytest -q tests_differential/test_import_api.py; scope: namespace snapshot; review: accepted compatibility commits through 4d01c2c
requests._types	is_prepared	internal function	(request) -> True at runtime	Preserve current no-op runtime behavior	_types.py	VERIFIED	oracle: _types.py; test: .venv/bin/python -m pytest -q tests_differential/test_import_api.py; scope: differential test; review: accepted compatibility commits through 4d01c2c
requests.utils	NETRC_FILES	constant	"("".netrc"", ""_netrc"")"	Preserve tuple type/order	utils.py	VERIFIED	oracle: utils.py; test: .venv/bin/python -m pytest -q tests/test_utils.py; scope: value snapshot; review: accepted compatibility commits through 4d01c2c
requests.utils	DEFAULT_CA_BUNDLE_PATH	constant	certs.where() result	Preserve import-time value and environment packaging behavior	utils.py	VERIFIED	oracle: utils.py; test: .venv/bin/python -m pytest -q tests/test_utils.py; scope: value + packaged-wheel test; review: accepted compatibility commits through 4d01c2c
requests.utils	DEFAULT_PORTS	constant	"{""http"": 80, ""https"": 443}"	Preserve mutable dict value and reexport	utils.py	VERIFIED	oracle: utils.py; test: .venv/bin/python -m pytest -q tests/test_utils.py; scope: value + identity snapshot; review: accepted compatibility commits through 4d01c2c
requests.utils	DEFAULT_ACCEPT_ENCODING	constant	urllib3 make_headers-derived str	Preserve delimiter and installed-urllib3-dependent value	utils.py	VERIFIED	oracle: utils.py; test: .venv/bin/python -m pytest -q tests/test_utils.py; scope: urllib3 1.x/2.x matrix snapshot; review: accepted compatibility commits through 4d01c2c
requests.utils	HEADER_VALIDATORS	reexport	_internal_utils.HEADER_VALIDATORS	Preserve object identity	utils.py imports	VERIFIED	oracle: utils.py imports; test: .venv/bin/python -m pytest -q tests/test_utils.py; scope: Task 14 Phase A proves the exact shared mapping identity and cross-module mutation visibility; the public Python object is unchanged; review: accepted compatibility commits through 4d01c2c
requests.utils	to_native_string	reexport	_internal_utils.to_native_string	Preserve function identity	utils.py imports	VERIFIED	oracle: utils.py imports; test: .venv/bin/python -m pytest -q tests/test_utils.py; scope: Task 14 Phase A preserves the exact public Python function identity while the private binding trial handles only proven exact built-ins; review: accepted compatibility commits through 4d01c2c
requests.utils	proxy_bypass_registry	Windows function	(host) -> bool	Preserve registry parsing, wildcard, local, error behavior	utils.py	VERIFIED	oracle: utils.py; test: .venv/bin/python -m pytest -q tests/test_utils.py; scope: Windows mocked-registry tests; review: accepted compatibility commits through 4d01c2c
requests.utils	proxy_bypass	Windows override	(host) -> bool	Preserve environment-before-registry choice	utils.py	VERIFIED	oracle: utils.py; test: .venv/bin/python -m pytest -q tests/test_utils.py; scope: Windows mocked-registry tests; review: accepted compatibility commits through 4d01c2c
requests.utils	dict_to_sequence	function	(mapping_or_iterable) -> iterable	Preserve .items protocol and identity otherwise	utils.py	VERIFIED	oracle: utils.py; test: .venv/bin/python -m pytest -q tests/test_utils.py; scope: differential protocol tests; review: accepted compatibility commits through 4d01c2c
requests.utils	super_len	function	(object) -> int	Preserve probe order, UTF-8 rule, file mode warning, cursor restoration	utils.py	VERIFIED	oracle: utils.py; test: .venv/bin/python -m pytest -q tests/test_utils.py; scope: unchanged + differential probe corpus; review: accepted compatibility commits through 4d01c2c
requests.utils	get_netrc_auth	function	(url, raise_errors=False) -> tuple | None	Preserve NETRC path search, parsing, errors, host auth selection	utils.py	VERIFIED	oracle: utils.py; test: .venv/bin/python -m pytest -q tests/test_utils.py; scope: netrc corpus; review: accepted compatibility commits through 4d01c2c
requests.utils	guess_filename	function	(object) -> str | None	Preserve .name handling and angle-bracket exclusion	utils.py	VERIFIED	oracle: utils.py; test: .venv/bin/python -m pytest -q tests/test_utils.py; scope: differential protocol tests; review: accepted compatibility commits through 4d01c2c
requests.utils	extract_zipped_paths	function	(path) -> str	Preserve archive member extraction, cache/temp naming, invalid paths	utils.py	VERIFIED	oracle: utils.py; test: .venv/bin/python -m pytest -q tests/test_utils.py; scope: unchanged + filesystem tests; review: accepted compatibility commits through 4d01c2c
requests.utils	atomic_open	context manager	(filename) -> BufferedWriter	Preserve temp placement, replace, cleanup on error	utils.py	VERIFIED	oracle: utils.py; test: .venv/bin/python -m pytest -q tests/test_utils.py; scope: filesystem failure tests; review: accepted compatibility commits through 4d01c2c
requests.utils	from_key_val_list	function	(value) -> OrderedDict | None	Preserve None, Mapping/list/tuple acceptance and ValueError	utils.py	VERIFIED	oracle: utils.py; test: .venv/bin/python -m pytest -q tests/test_utils.py; scope: differential input corpus; review: accepted compatibility commits through 4d01c2c
requests.utils	to_key_val_list	function	(value) -> list | None	Preserve None, Mapping/list/tuple acceptance and ValueError	utils.py	VERIFIED	oracle: utils.py; test: .venv/bin/python -m pytest -q tests/test_utils.py; scope: differential input corpus; review: accepted compatibility commits through 4d01c2c
requests.utils	parse_list_header	function	(value) -> list[str]	Preserve urllib parse_http_list semantics and unquoting	utils.py	VERIFIED	oracle: utils.py; test: .venv/bin/python -m pytest -q tests/test_utils.py; scope: differential header corpus; review: accepted compatibility commits through 4d01c2c
requests.utils	parse_dict_header	function	(value) -> dict[str, str | None]	Preserve list parsing, key/value splitting, quoted values	utils.py	VERIFIED	oracle: utils.py; test: .venv/bin/python -m pytest -q tests/test_utils.py; scope: unchanged + differential corpus; review: accepted compatibility commits through 4d01c2c
requests.utils	unquote_header_value	function	(value, is_filename=False) -> str	Preserve backslash/unquote and Windows filename special case	utils.py	VERIFIED	oracle: utils.py; test: .venv/bin/python -m pytest -q tests/test_utils.py; scope: differential header corpus; review: accepted compatibility commits through 4d01c2c
requests.utils	dict_from_cookiejar	function	(cookiejar) -> dict	Preserve iteration and last duplicate value	utils.py	VERIFIED	oracle: utils.py; test: .venv/bin/python -m pytest -q tests/test_utils.py; scope: differential cookie tests; review: accepted compatibility commits through 4d01c2c
requests.utils	add_dict_to_cookiejar	function	(cookiejar, cookie_dict) -> CookieJar	Preserve target identity	utils.py	VERIFIED	oracle: utils.py; test: .venv/bin/python -m pytest -q tests/test_utils.py; scope: unchanged + identity tests; review: accepted compatibility commits through 4d01c2c
requests.utils	get_encodings_from_content	function	(content) -> list[str]	Preserve regex precedence and DeprecationWarning behavior	utils.py	VERIFIED	oracle: utils.py; test: .venv/bin/python -m pytest -q tests/test_utils.py; scope: unchanged + warning tests; review: accepted compatibility commits through 4d01c2c
requests.utils	_parse_content_type_header	compatibility function	(header) -> (content_type, params)	Preserve exposed helper behavior despite underscore	utils.py	VERIFIED	oracle: utils.py; test: .venv/bin/python -m pytest -q tests/test_utils.py; scope: unchanged differential corpus; review: accepted compatibility commits through 4d01c2c
requests.utils	get_encoding_from_headers	function	(headers) -> str | None	Preserve charset parsing and text/application-json defaults	utils.py	VERIFIED	oracle: utils.py; test: .venv/bin/python -m pytest -q tests/test_utils.py; scope: unchanged + differential corpus; review: accepted compatibility commits through 4d01c2c
requests.utils	stream_decode_response_unicode	function	(iterator, response) -> iterator	Preserve pass-through without encoding and incremental replacement decoding	utils.py	VERIFIED	oracle: utils.py; test: .venv/bin/python -m pytest -q tests/test_utils.py; scope: chunk-boundary differential tests; review: accepted compatibility commits through 4d01c2c
requests.utils	iter_slices	function	(string, slice_length) -> iterator	Preserve text/bytes/None and lazy slicing	utils.py	VERIFIED	oracle: utils.py; test: .venv/bin/python -m pytest -q tests/test_utils.py; scope: unchanged + type corpus; review: accepted compatibility commits through 4d01c2c
requests.utils	get_unicode_from_response	function	(response) -> str | bytes | None	Preserve header encoding and fallback behavior	utils.py	VERIFIED	oracle: utils.py; test: .venv/bin/python -m pytest -q tests/test_utils.py; scope: differential encoding corpus; review: accepted compatibility commits through 4d01c2c
requests.utils	UNRESERVED_SET	constant	frozenset of RFC 3986 unreserved characters	Preserve exact immutable set and module export	utils.py	VERIFIED	oracle: utils.py; test: .venv/bin/python -m pytest -q tests/test_utils.py; scope: value snapshot; review: accepted compatibility commits through 4d01c2c
requests.utils	unquote_unreserved	function	(uri) -> str	Preserve invalid escape errors and unreserved-only decoding	utils.py	VERIFIED	oracle: utils.py; test: tests_differential/test_prepare_request.py, tests_differential/test_bodies.py, and tests_differential/test_public_types.py; scope: Task 7 Python-free URI core unit tests + preparation differential corpus; review: accepted compatibility commits through 4d01c2c; installed-oracle: 4d01c2c completed 619 passed, 15 skipped, 1 xpassed with compare_api.py reporting 303 rows and 0 mismatches; closure-review: public-façade commit 709a336 and alternate-runtime qualification commit 4d01c2c accepted by dual review
requests.utils	requote_uri	function	(uri) -> str	Preserve unquote/quote safe sets and invalid-percent fallback	utils.py	VERIFIED	oracle: utils.py; test: tests_differential/test_prepare_request.py, tests_differential/test_bodies.py, and tests_differential/test_public_types.py; scope: Task 7 Python-free URI core unit tests + malformed-percent differential corpus; review: accepted compatibility commits through 4d01c2c; installed-oracle: 4d01c2c completed 619 passed, 15 skipped, 1 xpassed with compare_api.py reporting 303 rows and 0 mismatches; closure-review: public-façade commit 709a336 and alternate-runtime qualification commit 4d01c2c accepted by dual review
requests.utils	address_in_network	function	(ip, net) -> bool	Preserve IPv4 packing and mask behavior	utils.py	VERIFIED	oracle: utils.py; test: .venv/bin/python -m pytest -q tests/test_utils.py; scope: unchanged + invalid corpus; review: accepted compatibility commits through 4d01c2c
requests.utils	dotted_netmask	function	(mask) -> str	Preserve integer mask conversion	utils.py	VERIFIED	oracle: utils.py; test: .venv/bin/python -m pytest -q tests/test_utils.py; scope: unchanged boundary tests; review: accepted compatibility commits through 4d01c2c
requests.utils	is_ipv4_address	function	(string_ip) -> bool	Preserve socket parse behavior	utils.py	VERIFIED	oracle: utils.py; test: .venv/bin/python -m pytest -q tests/test_utils.py; scope: unchanged + platform tests; review: accepted compatibility commits through 4d01c2c
requests.utils	is_valid_cidr	function	(string_network) -> bool	Preserve slash/mask/IP validation	utils.py	VERIFIED	oracle: utils.py; test: .venv/bin/python -m pytest -q tests/test_utils.py; scope: unchanged + differential corpus; review: accepted compatibility commits through 4d01c2c
requests.utils	set_environ	context manager	(env_name, value)	Preserve temporary set/delete and exception-safe restoration	utils.py	VERIFIED	oracle: utils.py; test: .venv/bin/python -m pytest -q tests/test_utils.py; scope: unchanged environment tests; review: accepted compatibility commits through 4d01c2c
requests.utils	should_bypass_proxies	function	(url, no_proxy) -> bool	Preserve env isolation, CIDR, suffix boundaries, platform bypass	utils.py	VERIFIED	oracle: utils.py; test: .venv/bin/python -m pytest -q tests/test_utils.py; scope: unchanged + environment matrix; review: accepted compatibility commits through 4d01c2c
requests.utils	get_environ_proxies	function	(url, no_proxy=None) -> dict	Preserve bypass result and urllib proxy mapping	utils.py	VERIFIED	oracle: utils.py; test: .venv/bin/python -m pytest -q tests/test_utils.py; scope: unchanged environment tests; review: accepted compatibility commits through 4d01c2c
requests.utils	select_proxy	function	(url, proxies) -> str | None	Preserve key precedence scheme://host, scheme, all://host, all	utils.py	VERIFIED	oracle: utils.py; test: .venv/bin/python -m pytest -q tests/test_utils.py; scope: unchanged exhaustive matrix; review: accepted compatibility commits through 4d01c2c
requests.utils	resolve_proxies	function	(request, proxies, trust_env=True) -> dict	Preserve input non-mutation except documented copy and env setdefault	utils.py	VERIFIED	oracle: utils.py; test: .venv/bin/python -m pytest -q tests/test_utils.py; scope: differential environment tests; review: accepted compatibility commits through 4d01c2c
requests.utils	default_user_agent	function	"(name=""python-requests"") -> str"	Preserve version formatting	utils.py	VERIFIED	oracle: utils.py; test: .venv/bin/python -m pytest -q tests/test_utils.py; scope: value + signature snapshot; review: accepted compatibility commits through 4d01c2c
requests.utils	default_headers	function	() -> CaseInsensitiveDict	Preserve fresh object, values, key casing, order	utils.py	VERIFIED	oracle: utils.py; test: .venv/bin/python -m pytest -q tests/test_utils.py; scope: value + identity snapshot; review: accepted compatibility commits through 4d01c2c
requests.utils	parse_header_links	function	(value) -> list[dict[str, str]]	Preserve loose parsing, ordering, malformed parameter stop	utils.py	VERIFIED	oracle: utils.py; test: .venv/bin/python -m pytest -q tests/test_utils.py; scope: unchanged + differential corpus; review: accepted compatibility commits through 4d01c2c
requests.utils	guess_json_utf	function	(data) -> str | None	Preserve BOM/null detection from first four bytes	utils.py	VERIFIED	oracle: utils.py; test: .venv/bin/python -m pytest -q tests/test_utils.py; scope: unchanged exhaustive prefix corpus; review: accepted compatibility commits through 4d01c2c
requests.utils	prepend_scheme_if_needed	function	(url, new_scheme) -> str	Preserve legacy netloc/path swap and auth reconstruction	utils.py	VERIFIED	oracle: utils.py; test: .venv/bin/python -m pytest -q tests/test_utils.py; scope: unchanged + differential URI corpus; review: accepted compatibility commits through 4d01c2c
requests.utils	get_auth_from_url	function	(url) -> (username, password)	Preserve unquote and empty-string fallbacks	utils.py	VERIFIED	oracle: utils.py; test: .venv/bin/python -m pytest -q tests/test_utils.py; scope: unchanged + differential URI corpus; review: accepted compatibility commits through 4d01c2c
requests.utils	check_header_validity	function	(header) -> None	Preserve accepted types, validation order, exception messages	utils.py	VERIFIED	oracle: utils.py; test: tests_differential/test_prepare_request.py, tests_differential/test_bodies.py, and tests_differential/test_public_types.py; scope: Task 7 Python-free text/byte validators + exact-error/dynamic-fallback differential tests; review: accepted compatibility commits through 4d01c2c; installed-oracle: 4d01c2c completed 619 passed, 15 skipped, 1 xpassed with compare_api.py reporting 303 rows and 0 mismatches; closure-review: public-façade commit 709a336 and alternate-runtime qualification commit 4d01c2c accepted by dual review
requests.utils	urldefragauth	function	(url) -> str	Preserve fragment/auth removal and legacy path swap	utils.py	VERIFIED	oracle: utils.py; test: .venv/bin/python -m pytest -q tests/test_utils.py; scope: unchanged + differential URI corpus; review: accepted compatibility commits through 4d01c2c
